cod_ibge_mun,nome_norm,uf
3139508,MANHUMIRIM,MG
1302702,MANICORE,AM
2205904,MANOEL EMIDIO,PI
4114500,MANOEL RIBAS,PR
1200344,MANOEL URBANO,AC
4311759,MANOEL VIANA,RS
2920403,MANOEL VITORINO,BA
2920452,MANSIDAO,BA
3139607,MANTENA,MG
3203304,MANTENOPOLIS,ES
4311775,MAQUINE,RS
3139805,MAR DE ESPANHA,MG
2704906,MAR VERMELHO,AL
5212808,MARA ROSA,GO
1504208,MARABA,PA
3528700,MARABA PAULISTA,SP
2106326,MARACACUME,MA
3528809,MARACAI,SP
4210407,MARACAJA,SC
5005400,MARACAJU,MS
1504307,MARACANA,PA
2307650,MARACANAU,CE
2920502,MARACAS,BA
2704500,MARAGOGI,AL
2920601,MARAGOGIPE,BA
2609204,MARAIAL,PE
2106359,MARAJA DO SENA,MA
2307700,MARANGUAPE,CE
2106375,MARANHAOZINHO,MA
1504406,MARAPANIM,PA
3528858,MARAPOAMA,SP
4311791,MARATA,RS
3203320,MARATAIZES,ES
3139706,MARAVILHAS,MG
2509057,MARCACAO,PB
5105580,MARCELANDIA,MT
4311908,MARCELINO RAMOS,RS
2407302,MARCELINO VIEIRA,RN
2920809,MARCIONILIO SOUZA,BA
2205953,MARCOLANDIA,PI
2206001,MARCOS PARENTE,PI
4114609,MARECHAL CANDIDO RONDON,PR
2704708,MARECHAL DEODORO,AL
3203346,MARECHAL FLORIANO,ES
1200351,MARECHAL THAUMATURGO,AC
4210555,MAREMA,SC
3139904,MARIA DA FE,MG
4114708,MARIA HELENA,PR
4114807,MARIALVA,PR
3140001,MARIANA,MG
4311981,MARIANA PIMENTEL,RS
4312005,MARIANO MORO,RS
1712504,MARIANOPOLIS DO TOCANTINS,TO
3528908,MARIAPOLIS,SP
2704807,MARIBONDO,AL
3302700,MARICA,RJ
3140100,MARILAC,MG
3203353,MARILANDIA,ES
4114906,MARILANDIA DO SUL,PR
4115002,MARILENA,PR
3529005,MARILIA,SP
4115101,MARILUZ,PR
4115200,MARINGA,PR
3529104,MARINOPOLIS,SP
3140159,MARIO CAMPOS,MG
4115309,MARIOPOLIS,PR
4115358,MARIPA,PR
3140209,MARIPA DE MINAS,MG
1504422,MARITUBA,PA
2509156,MARIZOPOLIS,PB
3140308,MARLIERIA,MG
4115408,MARMELEIRO,PR
3140407,MARMELOPOLIS,MG
4312054,MARQUES DE SOUZA,RS
4115457,MARQUINHO,PR
3140506,MARTINHO CAMPOS,MG
2307908,MARTINOPOLE,CE
3529203,MARTINOPOLIS,SP
2407401,MARTINS,RN
3140530,MARTINS SOARES,MG
2804003,MARUIM,SE
4115507,MARUMBI,PR
5212907,MARZAGAO,GO
2920908,MASCOTE,BA
2308005,MASSAPE,CE
2206050,MASSAPE DO PIAUI,PI
2921005,MATA DE SAO JOAO,BA
2705002,MATA GRANDE,AL
2106409,MATA ROMA,MA
3140555,MATA VERDE,MG
2509305,MATARACA,PB
1712702,MATEIROS,TO
4115606,MATELANDIA,PR
3140605,MATERLANDIA,MG
3140704,MATEUS LEME,MG
3171501,MATHIAS LOBATO,MG
3140803,MATIAS BARBOSA,MG
3140852,MATIAS CARDOSO,MG
2206100,MATIAS OLIMPIO,PI
2921054,MATINA,BA
2106508,MATINHA,MA
2509339,MATINHAS,PB
4115705,MATINHOS,PR
3140902,MATIPO,MG
4312138,MATO CASTELHANO,RS
2509370,MATO GROSSO,PB
4312153,MATO LEITAO,RS
4312179,MATO QUEIMADO,RS
4115739,MATO RICO,PR
3141009,MATO VERDE,MG
2106607,MATOES,MA
2106631,MATOES DO NORTE,MA
4210704,MATOS COSTA,SC
3141108,MATOZINHOS,MG
5212956,MATRINCHA,GO
2705101,MATRIZ DE CAMARAGIBE,AL
5105606,MATUPA,MT
2509396,MATUREIA,PB
3141207,MATUTINA,MG
4115754,MAUA DA SERRA,PR
5213004,MAURILANDIA,GO
1712801,MAURILANDIA DO TOCANTINS,TO
2308104,MAURITI,CE
2407500,MAXARANGUAPE,RN
4312203,MAXIMILIANO DE ALMEIDA,RS
1600402,MAZAGAO,AP
3141306,MEDEIROS,MG
2921104,MEDEIROS NETO,BA
4115804,MEDIANEIRA,PR
1504455,MEDICILANDIA,PA
3141405,MEDINA,MG
4210803,MELEIRO,SC
1504505,MELGACO,PA
3302809,MENDES,RJ
3141504,MENDES PIMENTEL,MG
3529500,MENDONCA,SP
4115853,MERCEDES,PR
3141603,MERCES,MG
3529609,MERIDIANO,SP
2308203,MERUOCA,CE
3529658,MESOPOLIS,SP
2705200,MESSIAS,AL
2407609,MESSIAS TARGINO,RN
2206209,MIGUEL ALVES,PI
2921203,MIGUEL CALMON,BA
2206308,MIGUEL LEAO,PI
3302908,MIGUEL PEREIRA,RJ
3529708,MIGUELOPOLIS,SP
2106672,MILAGRES DO MARANHAO,MA
2206357,MILTON BRANDAO,PI
5213053,MIMOSO DE GOIAS,GO
3203403,MIMOSO DO SUL,ES
5213087,MINACU,GO
2705309,MINADOR DO NEGRAO,AL
4312252,MINAS DO LEAO,RS
3141801,MINAS NOVAS,MG
3141900,MINDURI,MG
5213103,MINEIROS,GO
3529807,MINEIROS DO TIETE,SP
1101203,MINISTRO ANDREAZZA,RO
3530003,MIRA ESTRELA,SP
3142007,MIRABELA,MG
3529906,MIRACATU,SP
3303005,MIRACEMA,RJ
1713205,MIRACEMA DO TOCANTINS,TO
3142106,MIRADOURO,MG
4312302,MIRAGUAI,RS
2308377,MIRAIMA,CE
5005608,MIRANDA,MS
2106755,MIRANDA DO NORTE,MA
2609303,MIRANDIBA,PE
3530102,MIRANDOPOLIS,SP
2921401,MIRANGABA,BA
1713304,MIRANORTE,TO
2921450,MIRANTE,BA
1101302,MIRANTE DA SERRA,RO
3530201,MIRANTE DO PARANAPANEMA,SP
4116000,MIRASELVA,PR
3530300,MIRASSOL,SP
5105622,MIRASSOL D'OESTE,MT
3530409,MIRASSOLANDIA,SP
3142254,MIRAVANIA,MG
4210852,MIRIM DOCE,SC
2106805,MIRINZAL,MA
4116059,MISSAL,PR
2308401,MISSAO VELHA,CE
1504604,MOCAJUBA,PA
3530508,MOCOCA,SP
4210902,MODELO,SC
2509404,MOGEIRO,PB
3530607,MOGI DAS CRUZES,SP
3530706,MOGI GUACU,SP
3530805,MOGI MIRIM,SP
5213400,MOIPORA,GO
2804102,MOITA BONITA,SE
1504752,MOJUI DOS CAMPOS,PA
2308500,MOMBACA,CE
3530904,MOMBUCA,SP
2106904,MONCAO,MA
3531001,MONCOES,SP
4211009,MONDAI,SC
3531100,MONGAGUA,SP
3142502,MONJOLOS,MG
2206407,MONSENHOR GIL,PI
2206506,MONSENHOR HIPOLITO,PI
3142601,MONSENHOR PAULO,MG
2308609,MONSENHOR TABOSA,CE
2509503,MONTADAS,PB
3142700,MONTALVANIA,MG
3203502,MONTANHA,ES
2407708,MONTANHAS,RN
4312351,MONTAURI,RS
5213509,MONTE ALEGRE DE GOIAS,GO
3142809,MONTE ALEGRE DE MINAS,MG
2804201,MONTE ALEGRE DE SERGIPE,SE
2206605,MONTE ALEGRE DO PIAUI,PI
3531209,MONTE ALEGRE DO SUL,SP
4312377,MONTE ALEGRE DOS CAMPOS,RS
3531308,MONTE ALTO,SP
3531407,MONTE APRAZIVEL,SP
3142908,MONTE AZUL,MG
3531506,MONTE AZUL PAULISTA,SP
3143005,MONTE BELO,MG
4312385,MONTE BELO DO SUL,RS
4211058,MONTE CARLO,SC
3143104,MONTE CARMELO,MG
2407906,MONTE DAS GAMELEIRAS,RN
1713601,MONTE DO CARMO,TO
3143153,MONTE FORMOSO,MG
2509602,MONTE HOREBE,PB
3531803,MONTE MOR,SP
1101401,MONTE NEGRO,RO
2921500,MONTE SANTO,BA
3143203,MONTE SANTO DE MINAS,MG
1713700,MONTE SANTO DO TOCANTINS,TO
3143401,MONTE SIAO,MG
2509701,MONTEIRO,PB
3531704,MONTEIRO LOBATO,SP
2705408,MONTEIROPOLIS,AL
4312401,MONTENEGRO,RS
2107001,MONTES ALTOS,MA
3143302,MONTES CLAROS,MG
5213707,MONTES CLAROS DE GOIAS,GO
3143450,MONTEZUMA,MG
5213756,MONTIVIDIU,GO
5213772,MONTIVIDIU DO NORTE,GO
2308708,MORADA NOVA,CE
3143500,MORADA NOVA DE MINAS,MG
2308807,MORAUJO,CE
2614303,MOREILANDIA,PE
4116109,MOREIRA SALES,PR
2609402,MORENO,PE
4312427,MORMACO,RS
2921609,MORPARA,BA
4116208,MORRETES,PR
4312443,MORRINHOS DO SUL,RS
3531902,MORRO AGUDO,SP
5213855,MORRO AGUDO DE GOIAS,GO
2206654,MORRO CABECA NO TEMPO,PI
4211207,MORRO DA FUMACA,SC
3143609,MORRO DA GARCA,MG
2921708,MORRO DO CHAPEU,BA
2206670,MORRO DO CHAPEU DO PIAUI,PI
3143708,MORRO DO PILAR,MG
4211256,MORRO GRANDE,SC
4312450,MORRO REDONDO,RS
4312476,MORRO REUTER,RS
2107100,MORROS,MA
2921807,MORTUGABA,BA
3532009,MORUNGABA,SP
5213905,MOSSAMEDES,GO
2408003,MOSSORO,RN
4312500,MOSTARDAS,RS
3532058,MOTUCA,SP
5214002,MOZARLANDIA,GO
1400308,MUCAJAI,RR
2309003,MUCAMBO,CE
2921906,MUCUGE,BA
2922003,MUCURI,BA
3203601,MUCURICI,ES
4312617,MUITOS CAPOES,RS
4312625,MULITERNO,RS
2922052,MULUNGU DO MORRO,BA
3143807,MUNHOZ,MG
4116307,MUNHOZ DE MELO,PR
2922201,MUNIZ FERREIRA,BA
3203700,MUNIZ FREIRE,ES
2922250,MUQUEM DO SAO FRANCISCO,BA
3143906,MURIAE,MG
2804300,MURIBECA,SE
2705507,MURICI,AL
2206696,MURICI DOS PORTELAS,PI
1713957,MURICILANDIA,TO
2922300,MURITIBA,BA
3532108,MURUTINGA DO SUL,SP
2922409,MUTUIPE,BA
5214101,MUTUNOPOLIS,GO
3144102,MUZAMBINHO,MG
3144201,NACIP RAYDAN,MG
3532157,NANTES,SP
3144300,NANUQUE,MG
4312658,NAO-ME-TOQUE,RS
3532207,NARANDIBA,SP
3144375,NATALANDIA,MG
3144409,NATERCIA,MG
3532306,NATIVIDADE DA SERRA,SP
2509909,NATUBA,PB
4211306,NAVEGANTES,SC
5005707,NAVIRAI,MS
2609501,NAZARE DA MATA,PE
2206704,NAZARE DO PIAUI,PI
3532405,NAZARE PAULISTA,SP
3144508,NAZARENO,MG
2510006,NAZAREZINHO,PB
2206720,NAZARIA,PI
5214408,NAZARIO,GO
2804409,NEOPOLIS,SE
3144607,NEPOMUCENO,MG
5214507,NEROPOLIS,GO
3532504,NEVES PAULISTA,SP
1303007,NHAMUNDA,AM
3532603,NHANDEARA,SP
4312674,NICOLAU VERGUEIRO,RS
2922607,NILO PECANHA,BA
3303203,NILOPOLIS,RJ
2107209,NINA RODRIGUES,MA
3144656,NINHEIRA,MG
5005806,NIOAQUE,MS
5214606,NIQUELANDIA,GO
2408201,NISIA FLORESTA,RN
3303302,NITEROI,RJ
5105903,NOBRES,MT
4312708,NONOAI,RS
2922656,NORDESTINA,BA
1400407,NORMANDIA,RR
5106000,NORTELANDIA,MT
2804458,NOSSA SENHORA APARECIDA,SE
2804508,NOSSA SENHORA DA GLORIA,SE
2804607,NOSSA SENHORA DAS DORES,SE
4116406,NOSSA SENHORA DAS GRACAS,PR
2804706,NOSSA SENHORA DE LOURDES,SE
2206753,NOSSA SENHORA DE NAZARE,PI
5106109,NOSSA SENHORA DO LIVRAMENTO,MT
2804805,NOSSA SENHORA DO SOCORRO,SE
2206803,NOSSA SENHORA DOS REMEDIOS,PI
3532801,NOVA ALIANCA,SP
4116505,NOVA ALIANCA DO IVAI,PR
4312757,NOVA ALVORADA,RS
5006002,NOVA ALVORADA DO SUL,MS
5214705,NOVA AMERICA,GO
4116604,NOVA AMERICA DA COLINA,PR
5006200,NOVA ANDRADINA,MS
4312807,NOVA ARACA,RS
5106158,NOVA BANDEIRANTES,MT
4312906,NOVA BASSANO,RS
3144672,NOVA BELEM,MG
4312955,NOVA BOA VISTA,RS
5106208,NOVA BRASILANDIA,MT
1100148,NOVA BRASILANDIA D'OESTE,RO
4313003,NOVA BRESCIA,RS
3532827,NOVA CAMPINA,SP
2922706,NOVA CANAA,BA
5106216,NOVA CANAA DO NORTE,MT
3532843,NOVA CANAA PAULISTA,SP
4313011,NOVA CANDELARIA,RS
4116802,NOVA CANTU,PR
3532868,NOVA CASTILHO,SP
2107258,NOVA COLINAS,MA
5214838,NOVA CRIXAS,GO
2408300,NOVA CRUZ,RN
3144706,NOVA ERA,MG
4211405,NOVA ERECHIM,SC
4116901,NOVA ESPERANCA,PR
1504950,NOVA ESPERANCA DO PIRIA,PA
4116950,NOVA ESPERANCA DO SUDOESTE,PR
4313037,NOVA ESPERANCA DO SUL,RS
3532900,NOVA EUROPA,SP
2510105,NOVA FLORESTA,PB
3303401,NOVA FRIBURGO,RJ
5214861,NOVA GLORIA,GO
3533007,NOVA GRANADA,SP
5108808,NOVA GUARITA,MT
3533106,NOVA GUATAPORANGA,SP
4313060,NOVA HARTZ,RS
2922755,NOVA IBIA,BA
3303500,NOVA IGUACU,RJ
5214879,NOVA IGUACU DE GOIAS,GO
3533205,NOVA INDEPENDENCIA,SP
2107308,NOVA IORQUE,MA
1504976,NOVA IPIXUNA,PA
4211454,NOVA ITABERABA,SC
2922805,NOVA ITARANA,BA
5106182,NOVA LACERDA,MT
4117057,NOVA LARANJEIRAS,PR
3144805,NOVA LIMA,MG
4117107,NOVA LONDRINA,PR
3533304,NOVA LUZITANIA,SP
1100338,NOVA MAMORE,RO
5108857,NOVA MARILANDIA,MT
5108907,NOVA MARINGA,MT
3144904,NOVA MODICA,MG
5108956,NOVA MONTE VERDE,MT
5106224,NOVA MUTUM,MT
5106174,NOVA NAZARE,MT
3533403,NOVA ODESSA,SP
2107357,NOVA OLINDA DO MARANHAO,MA
1303106,NOVA OLINDA DO NORTE,AM
4313086,NOVA PADUA,RS
4313102,NOVA PALMA,RS
2510303,NOVA PALMEIRA,PB
4313201,NOVA PETROPOLIS,RS
3145000,NOVA PONTE,MG
3145059,NOVA PORTEIRINHA,MG
4313300,NOVA PRATA,RS
4117255,NOVA PRATA DO IGUACU,PR
4313334,NOVA RAMADA,RS
2922854,NOVA REDENCAO,BA
3145109,NOVA RESENDE,MG
5214903,NOVA ROMA,GO
4313359,NOVA ROMA DO SUL,RS
1715002,NOVA ROSALANDIA,TO
2309300,NOVA RUSSAS,CE
4117214,NOVA SANTA BARBARA,PR
5106190,NOVA SANTA HELENA,MT
4117222,NOVA SANTA ROSA,PR
3145208,NOVA SERRANA,MG
2922904,NOVA SOURE,BA
4117271,NOVA TEBAS,PR
1505007,NOVA TIMBOTEUA,PA
4211504,NOVA TRENTO,SC
5106240,NOVA UBIRATA,MT
3203908,NOVA VENECIA,ES
2923001,NOVA VICOSA,BA
5106257,NOVA XAVANTINA,MT
3533254,NOVAIS,SP
1715101,NOVO ACORDO,TO
1303205,NOVO AIRAO,AM
1715150,NOVO ALEGRE,TO
1303304,NOVO ARIPUANA,AM
4313490,NOVO BARREIRO,RS
5215207,NOVO BRASIL,GO
4313391,NOVO CABRAIS,RS
3145307,NOVO CRUZEIRO,MG
5215231,NOVO GAMA,GO
4313409,NOVO HAMBURGO,RS
5106273,NOVO HORIZONTE DO NORTE,MT
1100502,NOVO HORIZONTE DO OESTE,RO
5006259,NOVO HORIZONTE DO SUL,MS
4117297,NOVO ITACOLOMI,PR
1715259,NOVO JARDIM,TO
2705606,NOVO LINO,AL
4313425,NOVO MACHADO,RS
5106265,NOVO MUNDO,MT
2309409,NOVO ORIENTE,CE
3145356,NOVO ORIENTE DE MINAS,MG
2206902,NOVO ORIENTE DO PIAUI,PI
5215256,NOVO PLANALTO,GO
1505031,NOVO PROGRESSO,PA
1505064,NOVO REPARTIMENTO,PA
5106281,NOVO SAO JOAQUIM,MT
4313441,NOVO TIRADENTES,RS
2923050,NOVO TRIUNFO,BA
4313466,NOVO XINGU,RS
3145372,NOVORIZONTE,MG
3533601,NUPORANGA,SP
1505106,OBIDOS,PA
3533700,OCAUCU,SP
2207009,OEIRAS,PI
1505205,OEIRAS DO PARA,PA
1600501,OIAPOQUE,AP
3145406,OLARIA,MG
2510402,OLHO D'AGUA,PB
2107407,OLHO D'AGUA DAS CUNHAS,MA
2705705,OLHO D'AGUA DAS FLORES,AL
2408409,OLHO D'AGUA DO BORGES,RN
2705804,OLHO D'AGUA DO CASADO,AL
2207108,OLHO D'AGUA DO PIAUI,PI
2705903,OLHO D'AGUA GRANDE,AL
3145455,OLHOS-D'AGUA,MG
3533908,OLIMPIA,SP
3145505,OLIMPIO NORONHA,MG
2609600,OLINDA,PE
2107456,OLINDA NOVA DO MARANHAO,MA
2923100,OLINDINA,BA
2510501,OLIVEDOS,PB
3145604,OLIVEIRA,MG
1715507,OLIVEIRA DE FATIMA,TO
2923209,OLIVEIRA DOS BREJINHOS,BA
3145703,OLIVEIRA FORTES,MG
2706000,OLIVENCA,AL
3145802,ONCA DE PITANGUI,MG
3534005,ONDA VERDE,SP
3145851,ORATORIOS,MG
3534104,ORIENTE,SP
3534203,ORINDIUVA,SP
1505304,ORIXIMINA,PA
3145877,ORIZANIA,MG
5215306,ORIZONA,GO
3534302,ORLANDIA,SP
4211702,ORLEANS,SC
4117305,ORTIGUEIRA,PR
3534401,OSASCO,SP
3534500,OSCAR BRESSANE,SP
4313508,OSORIO,RS
3534609,OSVALDO CRUZ,SP
4211751,OTACILIO COSTA,SC
2923308,OURICANGAS,BA
2609907,OURICURI,PE
1505437,OURILANDIA DO NORTE,PA
3534708,OURINHOS,SP
4117404,OURIZONA,PR
3146008,OURO FINO,MG
3146107,OURO PRETO,MG
1100155,OURO PRETO DO OESTE,RO
2510600,OURO VELHO,PB
5215405,OURO VERDE DE GOIAS,GO
3146206,OURO VERDE DE MINAS,MG
4117453,OURO VERDE DO OESTE,PR
3534757,OUROESTE,SP
2923357,OUROLANDIA,BA
5215504,OUVIDOR,GO
3534906,PACAEMBU,SP
1505486,PACAJA,PA
2309607,PACAJUS,CE
1400456,PACARAIMA,RR
2107506,PACO DO LUMIAR,MA
2309805,PACOTI,CE
2309904,PACUJA,CE
5215603,PADRE BERNARDO,GO
3146255,PADRE CARVALHO,MG
2207207,PADRE MARCOS,PI
3146305,PADRE PARAISO,MG
2207306,PAES LANDIM,PI
3146552,PAI PEDRO,MG
4117503,PAICANDU,PR
4313607,PAIM FILHO,RS
3146404,PAINEIRAS,MG
4211892,PAINEL,SC
2207355,PAJEU DO PIAUI,PI
5215652,PALESTINA DE GOIAS,GO
1505494,PALESTINA DO PARA,PA
2310001,PALHANO,CE
4211900,PALHOCA,SC
4212007,PALMA SOLA,SC
2310100,PALMACIA,CE
2610004,PALMARES,PE
4313656,PALMARES DO SUL,RS
3535101,PALMARES PAULISTA,SP
2923407,PALMAS DE MONTE ALTO,BA
3535200,PALMEIRA D'OESTE,SP
4313706,PALMEIRA DAS MISSOES,RS
2207405,PALMEIRA DO PIAUI,PI
2706307,PALMEIRA DOS INDIOS,AL
2207504,PALMEIRAIS,PI
2107605,PALMEIRANDIA,MA
1715705,PALMEIRANTE,TO
2923506,PALMEIRAS,BA
5215702,PALMEIRAS DE GOIAS,GO
1713809,PALMEIRAS DO TOCANTINS,TO
2610103,PALMEIRINA,PE
1715754,PALMEIROPOLIS,TO
5215801,PALMELO,GO
5215900,PALMINOPOLIS,GO
4313805,PALMITINHO,RS
4212106,PALMITOS,SC
3146750,PALMOPOLIS,MG
4117909,PALOTINA,PR
5216007,PANAMA,GO
4313904,PANAMBI,RS
3204005,PANCAS,ES
2610202,PANELAS,PE
3535408,PANORAMA,SP
4313953,PANTANO GRANDE,RS
2706406,PAO DE ACUCAR,AL
3146909,PAPAGAIOS,MG
4212205,PAPANDUVA,SC
2207553,PAQUETA,PI
3147105,PARA DE MINAS,MG
3303609,PARACAMBI,RJ
3147006,PARACATU,MG
2310209,PARACURU,CE
1505502,PARAGOMINAS,PA
3147204,PARAGUACU,MG
3535507,PARAGUACU PAULISTA,SP
3303708,PARAIBA DO SUL,RJ
2107704,PARAIBANO,MA
3535606,PARAIBUNA,SP
2310258,PARAIPABA,CE
5006275,PARAISO DAS AGUAS,MS
4118006,PARAISO DO NORTE,PR
4314027,PARAISO DO SUL,RS
1716109,PARAISO DO TOCANTINS,TO
3147303,PARAISOPOLIS,MG
2310308,PARAMBU,CE
2923605,PARAMIRIM,BA
2310407,PARAMOTI,CE
4118105,PARANACITY,PR
4118204,PARANAGUA,PR
5006309,PARANAIBA,MS
5216304,PARANAIGUARA,GO
5106299,PARANAITA,MT
3535804,PARANAPANEMA,SP
4118303,PARANAPOEMA,PR
3535903,PARANAPUA,SP
2610301,PARANATAMA,PE
5106307,PARANATINGA,MT
4118402,PARANAVAI,PR
5006358,PARANHOS,MS
3147402,PARAOPEBA,MG
3536000,PARAPUA,SP
2510659,PARARI,PB
2923704,PARATINGA,BA
3303807,PARATY,RJ
1505536,PARAUAPEBAS,PA
5216403,PARAUNA,GO
2408805,PARAZINHO,RN
3536109,PARDINHO,SP
4314035,PARECI NOVO,RS
1101450,PARECIS,RO
2408904,PARELHAS,RN
2706422,PARICONHA,AL
1303403,PARINTINS,AM
2923803,PARIPIRANGA,BA
2706448,PARIPUEIRA,AL
3536208,PARIQUERA-ACU,SP
3536257,PARISI,SP
2207603,PARNAGUA,PI
2207702,PARNAIBA,PI
2107803,PARNARAMA,MA
4314050,PAROBE,RS
2409100,PASSA E FICA,RN
3147600,PASSA QUATRO,MG
4314068,PASSA SETE,RS
3147709,PASSA TEMPO,MG
3147808,PASSA VINTE,MG
3147501,PASSABEM,MG
2107902,PASSAGEM FRANCA,MA
2207751,PASSAGEM FRANCA DO PIAUI,PI
2610509,PASSIRA,PE
2706505,PASSO DE CAMARAGIBE,AL
4212254,PASSO DE TORRES,SC
4314076,PASSO DO SOBRADO,RS
4314100,PASSO FUNDO,RS
3147907,PASSOS,MG
4212270,PASSOS MAIA,SC
2108009,PASTOS BONS,MA
4118451,PATO BRAGADO,PR
4118501,PATO BRANCO,PR
3148004,PATOS DE MINAS,MG
2207777,PATOS DO PIAUI,PI
3148103,PATROCINIO,MG
3148202,PATROCINIO DO MURIAE,MG
3536307,PATROCINIO PAULISTA,SP
3303856,PATY DO ALFERES,RJ
2923902,PAU BRASIL,BA
2207793,PAU D'ARCO DO PIAUI,PI
2409407,PAU DOS FERROS,RN
2610608,PAUDALHO,PE
1303502,PAUINI,AM
3148301,PAULA CANDIDO,MG
4118600,PAULA FREITAS,PR
3536406,PAULICEIA,SP
3536505,PAULINIA,SP
2108058,PAULINO NEVES,MA
2207801,PAULISTANA,PI
3536570,PAULISTANIA,SP
3148400,PAULISTAS,MG
2924009,PAULO AFONSO,BA
4314134,PAULO BENTO,RS
3536604,PAULO DE FARIA,SP
4118709,PAULO FRONTIN,PR
2706604,PAULO JACINTO,AL
4212304,PAULO LOPES,SC
2108108,PAULO RAMOS,MA
4314159,PAVERAMA,RS
2207850,PAVUSSU,PI
2924058,PE DE SERRA,BA
4118808,PEABIRU,PR
3148608,PECANHA,MG
3536703,PEDERNEIRAS,SP
3148707,PEDRA AZUL,MG
3536802,PEDRA BELA,SP
3148756,PEDRA BONITA,MG
1600154,PEDRA BRANCA DO AMAPARI,AP
3148806,PEDRA DO ANTA,MG
3148905,PEDRA DO INDAIA,MG
3149002,PEDRA DOURADA,MG
2409506,PEDRA GRANDE,RN
2511103,PEDRA LAVRADA,PB
2805000,PEDRA MOLE,SE
3149101,PEDRALVA,MG
3536901,PEDRANOPOLIS,SP
2924108,PEDRAO,BA
4314175,PEDRAS ALTAS,RS
2511202,PEDRAS DE FOGO,PB
3149150,PEDRAS DE MARIA DA CRUZ,MG
4212403,PEDRAS GRANDES,SC
3537008,PEDREGULHO,SP
3537107,PEDREIRA,SP
2108207,PEDREIRAS,MA
2805109,PEDRINHAS,SE
3537156,PEDRINHAS PAULISTA,SP
3149200,PEDRINOPOLIS,MG
1716505,PEDRO AFONSO,TO
2924207,PEDRO ALEXANDRE,BA
2409704,PEDRO AVELINO,RN
3204054,PEDRO CANARIO,ES
3537206,PEDRO DE TOLEDO,SP
2108256,PEDRO DO ROSARIO,MA
5006408,PEDRO GOMES,MS
2207900,PEDRO II,PI
2207934,PEDRO LAURENTINO,PI
3149309,PEDRO LEOPOLDO,MG
4314209,PEDRO OSORIO,RS
2512721,PEDRO REGIS,PB
3149408,PEDRO TEIXEIRA,MG
2409803,PEDRO VELHO,RN
1505601,PEIXE-BOI,PA
5106422,PEIXOTO DE AZEVEDO,MT
4314308,PEJUCARA,RS
4314407,PELOTAS,RS
2310605,PENAFORTE,CE
2108306,PENALVA,MA
3537305,PENAPOLIS,SP
2409902,PENDENCIAS,RN
2706703,PENEDO,AL
2310704,PENTECOSTE,CE
3149507,PEQUERI,MG
1716653,PEQUIZEIRO,TO
3149705,PERDIGAO,MG
3149804,PERDIZES,MG
3149903,PERDOES,MG
3537404,PEREIRA BARRETO,SP
3537503,PEREIRAS,SP
2310803,PEREIRO,CE
2108405,PERI MIRIM,MA
3149952,PERIQUITO,MG
4212601,PERITIBA,SC
2108454,PERITORO,MA
4118857,PEROBAL,PR
4118907,PEROLA,PR
4119004,PEROLA D'OESTE,PR
5216452,PEROLANDIA,GO
3537602,PERUIBE,SP
3150000,PESCADOR,MG
4212650,PESCARIA BRAVA,SC
2610905,PESQUEIRA,PE
2611101,PETROLINA,PE
5216809,PETROLINA DE GOIAS,GO
3303906,PETROPOLIS,RJ
2706802,PIACABUCU,AL
3537701,PIACATU,SP
2511301,PIANCO,PB
4314423,PICADA CAFE,RS
1505635,PICARRA,PA
3537800,PIEDADE,SP
3150158,PIEDADE DE CARATINGA,MG
3150208,PIEDADE DE PONTE NOVA,MG
3150307,PIEDADE DO RIO GRANDE,MG
3150406,PIEDADE DOS GERAIS,MG
2924405,PILAO ARCADO,BA
5216908,PILAR DE GOIAS,GO
3537909,PILAR DO SUL,SP
2511707,PILOEZINHOS,PB
3150505,PIMENTA,MG
1100189,PIMENTA BUENO,RO
2208106,PIMENTEIRAS,PI
1101468,PIMENTEIRAS DO OESTE,RO
2924504,PINDAI,BA
3538006,PINDAMONHANGABA,SP
2108504,PINDARE-MIRIM,MA
2707008,PINDOBA,AL
2924603,PINDOBACU,BA
3538105,PINDORAMA,SP
1717008,PINDORAMA DO TOCANTINS,TO
2310852,PINDORETAMA,CE
3150539,PINGO-D'AGUA,MG
4119152,PINHAIS,PR
4314456,PINHAL,RS
4314464,PINHAL DA SERRA,RS
4119251,PINHAL DE SAO BENTO,PR
4314472,PINHAL GRANDE,RS
4119202,PINHALAO,PR
3303955,PINHEIRAL,RJ
4314498,PINHEIRINHO DO VALE,RS
2108603,PINHEIRO,MA
4314506,PINHEIRO MACHADO,RS
4213005,PINHEIRO PRETO,SC
3204104,PINHEIROS,ES
2924652,PINTADAS,BA
4314548,PINTO BANDEIRA,RS
3150570,PINTOPOLIS,MG
2208205,PIO IX,PI
2108702,PIO XII,MA
3538303,PIQUEROBI,SP
2310902,PIQUET CARNEIRO,CE
3538501,PIQUETE,SP
3538600,PIRACAIA,SP
5217104,PIRACANJUBA,GO
3150604,PIRACEMA,MG
3538709,PIRACICABA,SP
2208304,PIRACURUCA,PI
2924678,PIRAI DO NORTE,BA
4119400,PIRAI DO SUL,PR
3538808,PIRAJU,SP
3150703,PIRAJUBA,MG
3538907,PIRAJUI,SP
2805307,PIRAMBU,SE
3150802,PIRANGA,MG
3539004,PIRANGI,SP
3150901,PIRANGUCU,MG
3151008,PIRANGUINHO,MG
2108801,PIRAPEMAS,MA
